lender,lender_city,lender_state,do_code,sba_do_name,approved_loans,approved_dollars,approved_sba_guaranty_dollars,avg_loan_size,guaranty_rate_pct
Washington Trust Bank,Spokane,WA,1013,SEATTLE DISTRICT OFFICE,103,42777100,29327000,415311.65,68.56
FinWise Bank,Sandy,UT,202,NEW YORK DISTRICT OFFICE,55,42428000,33986250,771418.18,80.1
GBank,Las Vegas,NV,507,ILLINOIS DISTRICT OFFICE,13,42421000,31359750,3263153.85,73.93
"Newtek Bank, National Association",Miami,FL,460,NORTH CAROLINA DISTRICT OFFICE,93,42218000,31799000,453956.99,75.32
Pinnacle Bank,Nashville,TN,460,NORTH CAROLINA DISTRICT OFFICE,41,42047200,31341650,1025541.46,74.54
Pinnacle Bank,Nashville,TN,474,TENNESSEE DISTRICT OFFICE,36,41760600,31045450,1160016.67,74.34
GBank,Las Vegas,NV,405,GEORGIA DISTRICT OFFICE,12,41622000,31216500,3468500.0,75.0
"Newtek Bank, National Association",Miami,FL,944,NEVADA DISTRICT OFFICE,65,41602000,31264000,640030.77,75.15
The State Bank,Fenton,MI,515,MICHIGAN DISTRICT OFFICE,63,41165300,30098050,653417.46,73.12
Live Oak Banking Company,Wilmington,NC,202,NEW YORK DISTRICT OFFICE,39,40740500,29603875,1044628.21,72.66
BayFirst National Bank,Saint Petersburg,FL,202,NEW YORK DISTRICT OFFICE,299,40727900,34451215,136213.71,84.59
"Readycap Lending, LLC",Berkeley Heights,NJ,299,NEW JERSEY DISTRICT OFFICE,142,40712900,30904675,286710.56,75.91
Dogwood State Bank,Raleigh,NC,460,NORTH CAROLINA DISTRICT OFFICE,35,40305500,29926625,1151585.71,74.25
The Huntington National Bank,Columbus,OH,508,MINNESOTA DISTRICT OFFICE,186,40201500,28373175,216137.1,70.58
Manufacturers and Traders Trust Company,Buffalo,NY,373,BALTIMORE DISTRICT OFFICE,344,40114600,25872265,116612.21,64.5
"Community Banks of Colorado, A Division of",Greenwood Village,CO,883,UTAH DISTRICT OFFICE,30,40066300,29258525,1335543.33,73.03
Meridian Bank,Malvern,PA,303,PHILADELPHIA DISTRICT OFFICE,50,39803000,28969500,796060.0,72.78
Live Oak Banking Company,Wilmington,NC,459,ALABAMA DISTRICT OFFICE,24,39621200,27685750,1650883.33,69.88
"Wells Fargo Bank, National Association",Sioux Falls,SD,912,SAN FRANCISCO DISTRICT OFFICE,93,39534000,29362375,425096.77,74.27
"Wells Fargo Bank, National Association",Sioux Falls,SD,914,LOS ANGELES DISTRICT OFFICE,134,39359300,28950725,293726.12,73.55
"Newtek Bank, National Association",Miami,FL,101,MASSACHUSETTS DISTRICT OFFICE,61,39311000,29443200,644442.62,74.9
"Newtek Bank, National Association",Miami,FL,353,WASHINGTON DISTRICT OFFICE,81,39188000,29340950,483802.47,74.87
First Internet Bank of Indiana,Fishers,IN,610,DALLAS / FT WORTH DISTRICT OFFICE,29,39163000,29653350,1350448.28,75.72
"SouthState Bank, National Association",Winter Haven,FL,455,SOUTH FLORIDA DISTRICT OFFICE,118,38922000,30103350,329847.46,77.34
Live Oak Banking Company,Wilmington,NC,883,UTAH DISTRICT OFFICE,25,38764500,27560875,1550580.0,71.1
"Readycap Lending, LLC",Berkeley Heights,NJ,920,SANTA ANA DISTRICT OFFICE,123,38556300,29306325,313465.85,76.01
Bank of Hope,Los Angeles,CA,920,SANTA ANA DISTRICT OFFICE,43,38493500,28466625,895197.67,73.95
Georgia's Own Credit Union,Atlanta,GA,405,GEORGIA DISTRICT OFFICE,27,38466400,28849800,1424681.48,75.0
Commonwealth Business Bank,Los Angeles,CA,405,GEORGIA DISTRICT OFFICE,20,38418000,28813500,1920900.0,75.0
"TD Bank, National Association",Wilmington,DE,101,MASSACHUSETTS DISTRICT OFFICE,274,38239500,23526225,139560.22,61.52
GBank,Las Vegas,NV,562,INDIANA DISTRICT OFFICE,10,38021700,28516275,3802170.0,75.0
Eastern Bank,Boston,MA,101,MASSACHUSETTS DISTRICT OFFICE,305,37974800,23142430,124507.54,60.94
